epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,70235,0.72545,0.38679,0.88895,0.8896,0.81489,0.87925,0.60544,0.90717,0.42431,0.94983,0.0005545,0.0005545,0.0005545
137,70751.6,0.72472,0.38136,0.88954,0.89792,0.8016,0.88005,0.607,0.90462,0.42125,0.94991,0.0005512,0.0005512,0.0005512
138,71267.1,0.72326,0.38601,0.8892,0.89398,0.80669,0.87905,0.60589,0.90534,0.41935,0.95146,0.0005479,0.0005479,0.0005479
139,71783.9,0.72592,0.38447,0.88919,0.88779,0.81716,0.88225,0.60677,0.90766,0.41716,0.95283,0.0005446,0.0005446,0.0005446
140,72301.2,0.72099,0.38514,0.88787,0.88507,0.80644,0.87976,0.60711,0.90885,0.42018,0.95431,0.0005413,0.0005413,0.0005413
141,72819.3,0.72144,0.38453,0.88951,0.8847,0.81705,0.8823,0.61011,0.90539,0.41806,0.95158,0.000538,0.000538,0.000538
142,73340.3,0.71352,0.38049,0.88805,0.87532,0.82718,0.88557,0.61143,0.90284,0.41824,0.95088,0.0005347,0.0005347,0.0005347
143,73860.8,0.71586,0.38342,0.88791,0.88927,0.80872,0.88537,0.60806,0.90387,0.41796,0.95104,0.0005314,0.0005314,0.0005314
144,74375.7,0.71214,0.37716,0.88278,0.89287,0.81944,0.88765,0.60833,0.90792,0.41885,0.95118,0.0005281,0.0005281,0.0005281
145,74894.5,0.70557,0.37375,0.8866,0.88017,0.82313,0.88831,0.60927,0.90794,0.41873,0.95014,0.0005248,0.0005248,0.0005248
146,75411.2,0.70828,0.37795,0.8853,0.88653,0.81778,0.88548,0.60978,0.9062,0.41905,0.94981,0.0005215,0.0005215,0.0005215
147,75928,0.7063,0.37706,0.88798,0.89717,0.80053,0.88473,0.61132,0.90636,0.41867,0.94896,0.0005182,0.0005182,0.0005182
148,76445.5,0.70324,0.37204,0.88386,0.89837,0.8064,0.88522,0.61289,0.9034,0.41595,0.94982,0.0005149,0.0005149,0.0005149
149,76969.6,0.7097,0.37647,0.88397,0.89545,0.81394,0.88495,0.61269,0.90118,0.41557,0.95041,0.0005116,0.0005116,0.0005116
150,77485,0.69801,0.3709,0.88498,0.86752,0.83177,0.88396,0.61043,0.90118,0.41483,0.95138,0.0005083,0.0005083,0.0005083
151,78001.8,0.70142,0.37125,0.88207,0.88019,0.82196,0.88428,0.61149,0.90332,0.41693,0.95278,0.000505,0.000505,0.000505
152,78521.6,0.69689,0.37062,0.88184,0.87346,0.82834,0.88574,0.60866,0.90398,0.41442,0.95159,0.0005017,0.0005017,0.0005017
153,79038.9,0.69806,0.37192,0.88236,0.88076,0.8208,0.88593,0.61299,0.90326,0.41553,0.95175,0.0004984,0.0004984,0.0004984
154,79560.2,0.70155,0.37331,0.8823,0.88717,0.81246,0.88789,0.61405,0.90223,0.41681,0.95064,0.0004951,0.0004951,0.0004951
155,80078,0.69349,0.37087,0.88295,0.84598,0.84168,0.88491,0.61084,0.90373,0.41745,0.95271,0.0004918,0.0004918,0.0004918
